Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,ENCOUNTERS,PROCEDURES
d59f63e3-38a2-39e2-98e7-ad7317b4d4b9,9117560a-645a-37d8-b37d-db20aed6e963,Christa Krämer,F,GENERAL PRACTICE,,Lippstadt,Nordrhein-Westfalen,59557,51.6739698,8.33892,45,0
c7248456-8c5e-35f7-81a1-e0af83a4302c,a7fcf2bb-78ff-39ff-a2d7-940ae10c9c09,Daniel Winkler,M,GENERAL PRACTICE,,Bottrop,Nordrhein-Westfalen,46236,51.5334509,6.9178071,3,0
9b2471c2-0391-3a34-a3a2-aef8f1edaf41,771da779-15be-3fd1-bd29-951b1aefe0f4,Bernd Günther,M,GENERAL PRACTICE,Barbarastraße 72,Duisburg,Nordrhein-Westfalen,47167,51.4938117,6.7944621,42,0
b47ca5a7-bb1d-39cb-b25a-f9d7224bd68d,e35667b8-7f47-38fd-96a7-5762d9b0a4cb,Erik Berger,M,GENERAL PRACTICE,,Hanau,Hessen,63457,50.1197526,8.9683512,55,0
4177f8bf-ed76-3c96-b07c-6a7edc71739d,41fb2214-d7ee-35cb-88ac-1036aeb660e0,Barbara Jäger,F,GENERAL PRACTICE,Rohdehof 3,Langenhagen,Niedersachsen,30853,52.4446862,9.7434395,146,0
0a99d6d4-92cf-391d-9b0b-677eda554972,070af527-a092-31d1-815a-fe46bb6fd643,Roland Franke,M,GENERAL PRACTICE,Barbarastraße 72,Duisburg,Nordrhein-Westfalen,47167,51.4938117,6.7944621,184,0
dcd95ea3-a47e-3469-8881-863045806510,58fdb302-7f9c-3827-a744-27de1e42d80e,Sven Wagner,M,GENERAL PRACTICE,,Salzkotten,Nordrhein-Westfalen,33154,51.6773369,8.6169733,59,0
59048c9c-b59d-3de2-9b16-43ace052de8f,f12eeef6-dc6c-336f-919a-1fef07e36241,Anna Werner,F,GENERAL PRACTICE,Hasestraße 16,Bramsche,Niedersachsen,49565,52.4084371,7.9850166,8,0
4a28e554-77cd-3a33-87d0-c42a890da702,d59575a3-dc26-351d-b822-18fc1f8220ce,Luca Winkler,M,GENERAL PRACTICE,Prof.-Buchner-Straße 22,Landshut,Bayern,84034,48.5369034,12.1340016,2,0
48f762d4-9039-3dc9-a629-6bff75271473,6655b4be-a490-392b-8308-d0d3231196f5,Paul Hahn,M,GENERAL PRACTICE,Albert-Schweitzer-Straße 90,Gunzenhausen,Bayern,91710,49.1085631,10.7737436,4,0
c49d9163-6dd0-3ff6-9b58-e3ce6b5d319c,c92bfacd-a031-3ba1-b2c6-396f3bc62615,Hans Haas,M,GENERAL PRACTICE,Moltkestraße 36a,Offenburg,Baden-Württemberg,77652,48.4710813,7.9529696,52,0
89d84c2c-fb8f-3864-b79c-f35d1d6e109a,a8f9f3d6-fc21-34bc-9b06-81609a82abc3,Tim Albrecht,M,GENERAL PRACTICE,Kurhausstraße 30,Berlin,Berlin,13467,52.6257136,13.2915177,3,0
53c0aa7b-a42b-3f78-b401-9b0b528e67a5,9065ba44-45ab-372b-b5ab-fb2a49a47761,Nadine Mayer,F,GENERAL PRACTICE,Markgraf-Bernhard-Straße 2,Ottenhöfen im Schwarzwald,Baden-Württemberg,77883,48.565932,8.1551233,64,0
b0fd0b22-b741-3e20-9fc8-b5058946b44b,28a0d95c-d111-3dff-80e6-ac6d4e6bcf35,Christina Simon,F,GENERAL PRACTICE,,Sasbach,Baden-Württemberg,77880,48.639194,8.1145238,1,0
8a889691-3c2e-3470-8fb8-39fbe0b722cf,cf6cbd8a-9d96-32f0-96d5-cb7db2dc7f56,Amelie Schmid,F,GENERAL PRACTICE,Schülgenstraße 15,Bad Honnef,Nordrhein-Westfalen,53604,50.6471849,7.2265958,133,0
efc395b3-79a7-3e53-bf1b-1760322b1986,e2efa910-243a-3aa1-8d96-86178f27999b,Johanna Martin,F,GENERAL PRACTICE,,Mönchengladbach,Nordrhein-Westfalen,41239,51.1700078,6.4365605,38,0
a9507358-6014-3f24-bc6c-4a131423dfe1,4c93e5cc-b1f6-3ec8-b9e4-ba439b36ce91,Ben Neumann,M,GENERAL PRACTICE,,Mönchengladbach,Nordrhein-Westfalen,41239,51.1700078,6.4365605,1,0
e61ece7c-e5ab-38e5-97f3-29ca3ace80d4,09f1af1f-2536-31f5-b208-8f2cf39a2df1,Jens Müller,M,GENERAL PRACTICE,,Bottrop,Nordrhein-Westfalen,46236,51.5334509,6.9178071,46,0
1d2d7e35-6f8d-3618-b53c-db7d291c644d,850d0d0e-af4e-3bd6-add3-f62c0d6535a3,Leonie Schmidt,F,GENERAL PRACTICE,Winterberg 1,Saarbrücken,Saarland,66119,49.219604,6.9918886,42,0
b6c3a1ad-5d35-3d36-843b-70125a71e1ad,371b4a90-132e-346c-8abf-18b5f68354b2,Johanna Lang,F,GENERAL PRACTICE,Josef-Wurzler-Straße 7,Achern,Baden-Württemberg,77855,48.6251262,8.064732,19,0
00d462f0-a82e-37fc-9460-5f0fc1416f11,d757d27c-1ead-3096-a9b7-00fb584ad290,Sebastian Jung,M,GENERAL PRACTICE,,Karlsruhe,Baden-Württemberg,76187,49.0200291,8.3720819,4,0
18142960-8712-3a60-a0e3-413b0e743cfa,85cba751-06eb-32aa-a935-74f0b8c96fdd,Helmut Schmidt,M,GENERAL PRACTICE,Dr.-Urnau-Straße 1,Lauchringen,Baden-Württemberg,79787,47.6326818,8.3005499,18,0
971ac62f-fdbd-33dd-a5a9-077caf69b521,eb0a2a32-1707-3907-9de7-9510515723be,Michael Zimmermann,M,GENERAL PRACTICE,Virchowstraße 10,Singen (Hohentwiel),Baden-Württemberg,78224,47.7594537,8.8201309,116,0
ae123c8d-e566-3d67-a8ee-bc6fa5062b69,4d0b27e5-5e7f-37fa-bcd9-8755025de257,Kerstin Seiler,F,GENERAL PRACTICE,Vilstalstraße 98,Kümmersbruck,Bayern,92245,49.418043,11.8802272,39,0
6db9d62a-fcb5-37c8-a101-23c7603680dd,2e56a1a6-e2f7-37f9-82a7-2b3a0a82737f,Thorsten Schneider,M,GENERAL PRACTICE,Rheinstraße 2,Saarbrücken,Saarland,66113,49.2484563,6.9576049,4,0
6ae55f4e-8aec-3201-8867-71d98430dd4e,96c8a7c7-07eb-3903-b670-d2dac59cf634,Felix Möller,M,GENERAL PRACTICE,An der Rosenhöhe 27,,Nordrhein-Westfalen,,51.9823113,8.530265,14,0
59dd01ac-4422-3105-8fb2-27e961d5b759,51aa649a-1f1f-3d4f-b539-a97c1257abec,Hannes Müller,M,GENERAL PRACTICE,Hangbaumstraße 5a,Bünde,Nordrhein-Westfalen,32257,52.1967538,8.5840144,53,0
16a7b46e-5506-34d5-ac88-0f06f7f7473e,6361a144-f3d2-31ee-b6da-edb0db656534,Ella Schwarz,F,GENERAL PRACTICE,Ringstraße 4,Rheinmünster,Baden-Württemberg,77836,48.7460761,8.0010713,352,0
9f36d3a1-f8bc-3edf-b46e-2ca8626a7af3,9a1ebd8c-d939-386f-a77b-78f5be37d1ab,Sebastian Mayer,M,GENERAL PRACTICE,Rotsteg 3b,Grimma,Sachsen,04668,51.1870904,12.7548232,2,0
cbc53829-234c-3090-b077-4725bea351f9,8fc944f1-306b-3083-b4b0-d1761b54e23f,Amelie Schuster,F,GENERAL PRACTICE,Elise-Averdieck-Straße 17,Rotenburg (Wümme),Niedersachsen,27356,53.1057597,9.4115161,48,0
463f4210-0536-3b99-9a69-b1fdf52b5e9c,b45a1a43-d971-3b4b-bcac-20e2c206a9d6,Luis Bauer,M,GENERAL PRACTICE,,Sasbach,Baden-Württemberg,77880,48.639194,8.1145238,63,0
3ddb7795-83c2-3ba0-9dcb-2dab025c1203,08bd5908-f667-3d9f-b21c-81292b57ad19,Josef Seidel,M,GENERAL PRACTICE,,Hammelburg,Bayern,97762,50.0854233,9.8996536,302,0
606c0708-54c4-3c9c-9d7b-cf78c356005c,25be4257-8adb-3fd9-b39f-7376b0953f64,Christian Becker,M,GENERAL PRACTICE,432 POPLAR DR,WILMETTE,PA,600912731,49.7116456,5.0467715,6,0
2ce178b6-7b4a-3bbd-b1fa-63159cfdad69,d9416418-61ba-32de-b435-38ca6331ab9c,Bernd Neumann,M,GENERAL PRACTICE,Merseburger Straße 165,Halle (Saale),Sachsen-Anhalt,06130,51.4611451,11.9839408,1,0
10a1942b-320c-348b-9be7-1690122b2d4e,b0490700-00ee-3c68-9ef0-3a3427c4067a,Sofia Vogel,F,GENERAL PRACTICE,Rotsteg 3b,Grimma,Sachsen,04668,51.1870904,12.7548232,49,0
1c9046d1-7aa3-3ec1-96ad-31aca3625499,dad79112-10a9-3777-9a3d-7494370900a5,Anja Gärtner,F,GENERAL PRACTICE,Christianenstraße 1,Merseburg,Sachsen-Anhalt,06217,51.3621693,11.9965272,18,0
046129be-27fa-3403-8967-9aa56b32eed1,f5090f7a-7fdf-34dd-800c-aa3b8e1d96b2,Lukas Weber,M,GENERAL PRACTICE,,Hanau,Hessen,63457,50.1197526,8.9683512,7,0
9f0818ad-c1b4-37f8-97a5-32ab0dc40334,0a57d9e7-244a-3156-85fe-7457470e7a2b,Uwe Winter,M,GENERAL PRACTICE,Im Mediapark 3,Köln,Nordrhein-Westfalen,50667,50.9484307,6.9479813,24,0
c9602a83-60de-3b3f-abc0-448b0d539b66,9b340f51-a146-3d9f-9ab0-54d767cfa8fb,Leni Brandt,F,GENERAL PRACTICE,Heinrich-Cotta-Straße 12,,Sachsen,,51.065106,13.8338691,81,0
361ec2a1-e05c-3420-afdd-a4c53914e56a,1380dc0b-9eb6-3b3e-93e1-a0fbb84bac04,Ben Franke,M,GENERAL PRACTICE,Weststraße 103,Wuppertal,Nordrhein-Westfalen,42103,51.2503167,7.143924,17,0
42086200-8d17-3b7f-94ba-e261c459ed0e,149a0087-fba2-355a-8ee0-db4d22ec9bd3,Renate Bauer,F,GENERAL PRACTICE,Schulstraße 10,Scheeßel,Niedersachsen,27383,53.1715173,9.4800655,228,0
8112c893-7c0a-33e8-9aec-7bb94b5ea2ec,402b0879-2208-3358-a7a0-bab1f3f50cdd,Hannes Hartmann,M,GENERAL PRACTICE,Schülgenstraße 15,Bad Honnef,Nordrhein-Westfalen,53604,50.6471849,7.2265958,62,0
75968200-1021-308a-a522-1b6050f1ebd7,555e90af-b4e1-3c97-9fec-8387b12ae06d,Heike Krämer,F,GENERAL PRACTICE,Gartenstraße 7,Ispringen,Baden-Württemberg,75228,48.915979,8.6708541,142,0
65b3722c-2252-370f-8ee7-81aa56aeb361,6e7bc26a-6557-3970-9252-21ab2a174601,Laura Gärtner,F,GENERAL PRACTICE,,Chemnitz,Sachsen,09116,50.8438911,12.8830589,26,0
438486ef-cd1c-3e99-827d-bc118b790e22,6be50993-dde4-3c47-85fa-57bf05a0fe6a,Laura Wolf,F,GENERAL PRACTICE,Alte Friedrichstraße 60,Karlsruhe,Baden-Württemberg,76149,49.0492013,8.3786159,25,0
3e83ea93-1af4-3c57-a01d-0a7745b5aded,da526971-1dc2-3361-82c6-f14ec6d40d1e,Julian Schulz,M,GENERAL PRACTICE,Klinikstraße 16,Kassel,Hessen,34125,51.3305925,9.4233668,73,0
eb482427-442a-35a9-9809-90314d7f729a,dddc375e-b7e0-3e58-8700-a34d9b28d3f1,Linus Schmid,M,GENERAL PRACTICE,Hohenziatzer Chausee nan,Möckern,Sachsen-Anhalt,39291,52.1554776,11.9908284,53,0
a303e204-d7e8-3b23-b1c7-76946ceca344,4acbbff5-ad6f-3fbf-9bea-08148665ae7f,Sven Meier,M,GENERAL PRACTICE,Moltkestraße 36a,Offenburg,Baden-Württemberg,77652,48.4710813,7.9529696,73,0
c543cf06-4cf4-3928-9459-ee91cd7d558d,7b065767-5085-36e7-95de-1ae7199d1503,Anna Winter,F,GENERAL PRACTICE,Renchtalstraße 14,Renchen,Baden-Württemberg,77871,48.5820166,8.0175517,60,0
eec6f342-feee-3823-ae41-d7d656396ce6,93419460-e223-367c-9486-8302beba551f,Lea Becker,F,GENERAL PRACTICE,Hospitalstraße 19,Anklam,Mecklenburg-Vorpommern,17389,53.8485829,13.6994424,13,0
ac931aee-c840-3790-8bbe-374132c7dcae,680e9759-535f-3326-9954-a7bb0a5c81ff,Stefan Lehmann,M,GENERAL PRACTICE,Klinikstraße 16,Kassel,Hessen,34125,51.3305925,9.4233668,281,0
ccfa5ff3-f728-3760-ab62-1d9335ae6763,6da5d7e0-67af-3b6b-8fe5-3522330f0036,Martha Otto,F,GENERAL PRACTICE,Grunewaldstraße 96,Duisburg,Nordrhein-Westfalen,47053,51.4127446,6.7560034,145,0
66c199b4-030a-3a3b-beb6-2aa44ea0953a,6fdb7f5f-5e27-3c50-8475-5af00c816ab9,Marie Neumann,F,GENERAL PRACTICE,,Nettetal,Nordrhein-Westfalen,41334,51.3092378,6.2716524,10,0
93e94d94-4fc1-324c-86a5-33131d3250bf,fb9d1289-99e2-3161-aae7-64b16bfe06bf,Melanie Fuchs,F,GENERAL PRACTICE,Robert-Koch-Straße 70,Bühl,Baden-Württemberg,77815,48.6863308,8.1408113,1,0
ff3102ac-591a-358a-ae30-2f5e93b9cb21,6e2709f1-de8d-3038-8b12-1b85ac2f0c7f,Arthur Baumann,M,GENERAL PRACTICE,Gotenstraße 6-8,Frankfurt am Main,Hessen,65929,50.1081957,8.548475,88,0
b4fe3724-579b-3592-aa3b-35770c1e8c70,f8e5e776-8053-3304-98be-97826da6df6b,Angelika Wagner,F,GENERAL PRACTICE,Alphonsstraße 14,Hamburg,Hamburg,22043,53.5709778,10.0901034,11,0
9481d7e7-3326-33d7-a06c-e662e07f4924,09dbc12b-8da2-3851-a2c3-0d34eea77c75,Philipp Jung,M,GENERAL PRACTICE,Kleiststraße 5,Grimma,Sachsen,04668,51.2378644,12.7178942,14,0
a71d4570-bf7b-3ed0-af70-aa7257317b26,67714bd1-660b-3b07-80f5-c0cbdc5aefee,Dirk Walter,M,GENERAL PRACTICE,Steinbrinkstraße 96a,Oberhausen,Nordrhein-Westfalen,46149,51.5100533,6.8541262,12,0
2f0f01bf-72c4-3814-9695-5b0451b7dd3b,ad41c848-665d-3e52-aa2d-b1904c7cf1e3,Ida Krämer,F,GENERAL PRACTICE,,Stühlingen,Baden-Württemberg,79780,47.7431983,8.4402732,2,0
b3125e4f-ec0f-3d59-8d8c-6c31709a6025,5770aac8-ce4e-3b7c-b228-192f0c806e93,Carl Günther,M,GENERAL PRACTICE,Buttlarstraße 76,Fulda,Hessen,36037,50.5634521,9.6727819,101,0
7eaeccb2-5a90-30ad-9abd-ed309b637251,334fe62b-54ac-331c-9334-94c1b23204ba,Florian Scholz,M,GENERAL PRACTICE,,Nettetal,Nordrhein-Westfalen,41334,51.3092378,6.2716524,101,0
514f3952-83db-3f2c-9c99-5cd73cd2b9e0,5139d02e-5b26-3d88-91d4-ad687161e32a,Nadine Hoffmann,F,GENERAL PRACTICE,Hohenziatzer Chausee nan,Möckern,Sachsen-Anhalt,39291,52.1554776,11.9908284,47,0
995fe051-6bbb-31c5-b359-7707f3bcbf6f,624993ec-9b39-353f-8972-218e76181a8e,Oskar Klein,M,GENERAL PRACTICE,Virchowstraße 10,Singen (Hohentwiel),Baden-Württemberg,78224,47.7594537,8.8201309,7,0
defd636c-749f-31af-9bd8-54af12e96536,651731d9-c9d3-3b15-977f-daaefadf15cf,Bernd Baumgartner,M,GENERAL PRACTICE,,Kleve,Nordrhein-Westfalen,47533,51.7730387,6.1344979,13,0
613ea004-55b5-3aae-b6e7-0a3db848df14,52fd3e95-4c6e-3c41-99e7-180536471729,Ben Schuster,M,GENERAL PRACTICE,,Hanau,Hessen,63457,50.1197526,8.9683512,163,0
320c39ae-c85f-3ebf-acec-8b771872bde3,b15b26ca-7f8b-31f4-a314-0d2bc2557b2d,Hannah Gärtner,F,GENERAL PRACTICE,Prof.-Buchner-Straße 22,Landshut,Bayern,84034,48.5369034,12.1340016,62,0
fae5532a-4248-33c7-bbe5-24f1e8c2a443,fe7d158e-603c-336d-8668-7df1d6c7a187,Susanne Baumgartner,F,GENERAL PRACTICE,Gutenbergstraße 7,Asbach-Bäumenheim,Bayern,86663,48.6842603,10.8164043,2,0
37f17c0a-ab69-32bd-9860-b3571a6683ee,3899d45b-92f2-34c9-a234-3284f4c91e92,Stefanie Meyer,F,GENERAL PRACTICE,,Oberhausen,Nordrhein-Westfalen,46045,51.4620229,6.8537293,22,0
6493264e-b5d7-35fe-b882-bc044dc4e92c,2e67b7b0-3521-394c-8bc3-296ec33bd202,Sofia Bauer,F,GENERAL PRACTICE,Heinrich-Cotta-Straße 12,,Sachsen,,51.065106,13.8338691,1,0
53704c79-b8d8-3410-8881-74b89952ec7a,0e4e693a-ab9e-3014-91b6-5f3a7a7ed012,Julian Braun,M,GENERAL PRACTICE,Schülgenstraße 15,Bad Honnef,Nordrhein-Westfalen,53604,50.6471849,7.2265958,413,0
4e20f44a-6129-36f0-be60-d8761126d55a,105af96d-1414-3292-8d0a-3bb8a9b8a7de,Tobias Weiß,M,GENERAL PRACTICE,53 ROCK DRIVE,TOCCA,LA,305773972,41.388243,2.2017572,1,0
2dca4413-06ac-3bc4-8494-8684061b541a,bbd6bb81-8cf5-3e1d-8126-72ad84f89dd2,Johann Keller,M,GENERAL PRACTICE,Im Neuenheimer Feld 162,Heidelberg,Baden-Württemberg,69120,49.4144757,8.6658484,18,0
d33b2c4b-caa3-3b34-bb5f-e7ea9a0cd6db,11d87eb9-590f-399b-ab50-ed1a7d4cdb63,Amelie Friedrich,F,GENERAL PRACTICE,Bürgerstraße 7,Freital,Sachsen,01705,50.9910434,13.6449854,3,0
3ba3a4ef-4437-3fc1-86c1-e8a2410c8717,b3e568c4-bf63-3b81-ab22-ff2f23ead853,Maximilian Roth,M,GENERAL PRACTICE,Klinikstraße 16,Kassel,Hessen,34125,51.3305925,9.4233668,15,0
d751a48b-7344-3525-b4c7-087246f63f57,6edc25ea-f411-3668-88f2-3e0ffe4edd63,Uwe Braun,M,GENERAL PRACTICE,Pauwelsstraße 30,Aachen,Nordrhein-Westfalen,52074,50.7766697,6.0417862,72,0
7abff8f6-30ec-344d-b1bf-81571d5bf461,06bd72d3-c8e1-3c45-ad15-bdea6cea6ba6,Sonja Jäger,F,GENERAL PRACTICE,Markgraf-Bernhard-Straße 2,Ottenhöfen im Schwarzwald,Baden-Württemberg,77883,48.565932,8.1551233,141,0
bcff755d-a506-3661-98a6-40ab3ecff624,7fa9833c-f0ff-3dcb-95ff-0ca9a42b972a,Felix Martin,M,GENERAL PRACTICE,,Gransee,Brandenburg,16775,52.9989642,13.1438581,14,0
be70bceb-6c39-39b7-ba78-6b7a12f27af1,33051693-8fdb-35cb-a9fd-02879b6f5dd0,Maria Schuster,F,GENERAL PRACTICE,Am Marktplatz 12,Schauenstein,Bayern,95197,50.2785609,11.7412636,7,0
aaf51a37-ded8-3cef-8410-bc61f0c1c4e5,1c9653da-3662-3762-b3a9-e6d3e1842b2e,Emma Hoffmann,F,GENERAL PRACTICE,,Hammelburg,Bayern,97762,50.0854233,9.8996536,8,0
3950d2d6-2d11-301d-81f9-0c95e85a4ba1,70618fa8-5523-3df1-917c-003471871339,Alexander Kaiser,M,GENERAL PRACTICE,,Borken,Nordrhein-Westfalen,46325,51.8417595,6.8606781,52,0
26e6339f-c201-3aad-9eb7-ba7ad111f231,6fc8b7af-b4fa-3681-8286-9845dbc69afc,Amelie Weiß,F,GENERAL PRACTICE,Gutenbergstraße 7,Asbach-Bäumenheim,Bayern,86663,48.6842603,10.8164043,201,0
287431c4-a5ab-39db-a0db-f16fdad8ea2e,e95a1ec6-d4bb-30c6-9636-758e86342c68,Julia Winter,F,GENERAL PRACTICE,,Lahr/Schwarzwald,Baden-Württemberg,77933,48.344898,7.8869042,4,0
c2deea99-a859-39b3-99c6-590379cf9488,81979e89-c4b3-39a7-a286-9ae9c9de0af3,Arthur Hahn,M,GENERAL PRACTICE,108 SIXTH AVE,KINDER,LA,706483519,51.1449692,5.7414008,21,0
15a7a8ab-0d90-314d-8154-80ad99717351,66622b3f-a901-3c2c-a7f0-d474287d0019,David Mayer,M,GENERAL PRACTICE,,Oberhausen,Nordrhein-Westfalen,46045,51.4756656,6.8659723,1,0
a9405586-24dc-3f11-a430-4e9379ea030a,a78cdc25-a60c-3841-a63c-7eac389a6f0e,Felix Fischer,M,GENERAL PRACTICE,Prof.-Buchner-Straße 22,Landshut,Bayern,84034,48.5369034,12.1340016,187,0
7dd98910-faba-370c-b3cf-30a7ef2ccc5b,269adf4e-b826-3fb6-9e72-f233287e666c,Richard Heinrich,M,GENERAL PRACTICE,Hansteinstraße 29,Kassel,Hessen,34121,51.3120738,9.4533138,65,0
4d8333d2-93da-3707-9e52-c91207c4a060,bca0c51c-0864-3085-94e1-1051de14a726,Luca Meyer,M,GENERAL PRACTICE,Ringstraße 4,Rheinmünster,Baden-Württemberg,77836,48.7460761,8.0010713,169,0
0d8c1cec-cb74-30fb-8153-d55fbaeb571d,53bc9d6d-4bf4-3028-9cdb-24bc2c9c8f24,Frank Neumann,M,GENERAL PRACTICE,,Kleve,Nordrhein-Westfalen,47533,51.7730387,6.1344979,2,0
077633ab-629f-3173-91e1-70ddcc0fe86e,41e9624f-38f1-3b50-8256-9ba22bdd7d22,Emil Huber,M,GENERAL PRACTICE,Im Neuenheimer Feld 162,Heidelberg,Baden-Württemberg,69120,49.4144757,8.6658484,22,0
41850490-f72d-3639-b219-170e10d62afb,159d33d0-f0cc-3dbd-9c3f-24e137f67916,Lena Otto,F,GENERAL PRACTICE,,Köln,Nordrhein-Westfalen,50931,50.9309998,6.9229633,1,0
f7ec17e9-7fc2-3f85-bf6f-199a63decefe,8b3d245f-bc9f-3cb1-8562-9922671180f1,Alexander Zimmermann,M,GENERAL PRACTICE,,Künzell,Hessen,36093,50.5274606,9.7318148,5,0
4d76c2f6-7fa5-3647-9c5e-6f8ae743a9d1,c2bdd8a0-557f-33b8-96da-9f5c25a3d4e9,Sarah Seiler,F,GENERAL PRACTICE,Rupertistraße 11a,Garching an der Alz,Bayern,84518,48.1347599,12.5857042,56,0
8025e836-5943-3fbb-992d-321c8c06ea6b,b4b5a36d-47bf-3281-bf52-c3f71d6137ca,Lina Werner,F,GENERAL PRACTICE,Am Anger 1,Remagen,Rheinland-Pfalz,53424,50.5736112,7.2335732,5,0
